TopDepth,BottomDepth,NO3_ppb,NO3_uM,TopAge,BottomAge
1698.6,1698.7,121.4,1.9581,12385.2,12388.9
1698.7,1698.8,84.16,1.3574,12388.9,12392.6
1698.8,1698.9,135.87,2.1915,12392.6,12396.3
1698.9,1699,89.11,1.4373,12396.3,12400
1699,1699.1,96.83,1.5618,12400,12403.7
1699.1,1699.2,107.73,1.7376,12403.7,12407.4
1699.2,1699.3,118.07,1.9044,12407.4,12411.1
1699.3,1699.4,97.03,1.5650,12411.1,12414.8
1699.4,1699.5,140.47,2.2656,12414.8,12418.5
1699.5,1699.6,133.43,2.1521,12418.5,12422.2
1699.6,1699.7,97.03,1.5650,12422.2,12425.9
1699.7,1699.8,136.21,2.1969,12425.9,12429.6
1699.8,1699.9,127.66,2.0590,12429.6,12433.3
1699.9,1700,114.57,1.8479,12433.3,12437
1700,1700.1,118.2,1.9065,12437,12440.6
1700.1,1700.2,119.1,1.9210,12440.6,12444.2
1700.2,1700.3,104.1,1.6790,12444.2,12447.8
1700.3,1700.4,99.16,1.5994,12447.8,12451.4
1700.4,1700.5,153.8,2.4806,12451.4,12455
1700.5,1700.6,95.34,1.5377,12455,12458.6
1700.6,1700.7,86,1.3871,12458.6,12462.2
1700.7,1700.8,121.1,1.9532,12462.2,12465.8
1700.8,1700.9,122.5,1.9758,12465.8,12469.4
1700.9,1701,119.2,1.9226,12469.4,12473
1701.01,1701.11,124.9,2.0145,12473.4,12477.3
1701.11,1701.2,128.7,2.0758,12477.3,12480.8
1701.2,1701.3,114,1.8387,12480.8,12484.7
1701.3,1701.4,101.8,1.6419,12484.7,12488.6
1701.4,1701.5,83.53,1.3473,12488.6,12492.5
1701.5,1701.6,82.06,1.3235,12492.5,12496.4
1701.6,1701.7,141.7,2.2855,12496.4,12500.3
1701.7,1701.8,104.7,1.6887,12500.3,12504.2
1701.8,1701.9,96.85,1.5621,12504.2,12508.1
1701.9,1702,112.2,1.8097,12508.1,12512
1702,1702.11,96.8,1.5613,12512,12516.2
1702.11,1702.2,113.4,1.8290,12516.2,12519.6
1702.2,1702.3,98.5,1.5887,12519.6,12523.4
1702.3,1702.4,149.1,2.4048,12523.4,12527.2
1702.4,1702.5,95.63,1.5424,12527.2,12531
1702.5,1702.6,152.4,2.4581,12531,12534.8
1702.6,1702.7,109.2,1.7613,12534.8,12538.6
1702.7,1702.8,160.7,2.5919,12538.6,12542.4
1702.8,1702.9,95.86,1.5461,12542.4,12546.2
1702.9,1703,105.6,1.7032,12546.2,12550
1703,1703.1,97.24,1.5684,12550,12554
1703.1,1703.2,109.8,1.7710,12554,12558
1703.2,1703.3,125.1,2.0177,12558,12562
1703.3,1703.4,128.7,2.0758,12562,12566
1703.4,1703.5,132.3,2.1339,12566,12570
1703.5,1703.6,128.8,2.0774,12570,12574
1703.6,1703.7,112.4,1.8129,12574,12578
1703.7,1703.8,103.7,1.6726,12578,12582
1703.8,1703.9,87.36,1.4090,12582,12586
1703.9,1704,88.85,1.4331,12586,12590
1704,1704.1,106.8,1.7226,12590,12593.8
1704.1,1704.2,134.5,2.1694,12593.8,12597.6
1704.2,1704.3,80.91,1.3050,12597.6,12601.4
1704.3,1704.4,160.39,2.5869,12601.4,12605.2
1704.4,1704.5,95.86,1.5461,12605.2,12609
1704.5,1704.6,138,2.2258,12609,12612.8
1704.6,1704.7,135.2,2.1806,12612.8,12616.6
1704.7,1704.8,89.31,1.4405,12616.6,12620.4
1704.8,1704.9,80.22,1.2939,12620.4,12624.2
1704.9,1705,117,1.8871,12624.2,12628
1705,1705.1,113.3,1.8274,12628,12631.9
1705.1,1705.2,122.5,1.9758,12631.9,12635.8
1705.2,1705.3,116.9,1.8855,12635.8,12639.7
1705.3,1705.4,109,1.7581,12639.7,12643.6
1705.4,1705.5,121.7,1.9629,12643.6,12647.5
1705.5,1705.6,111.8,1.8032,12647.5,12651.4
1705.6,1705.7,97.47,1.5721,12651.4,12655.3
1705.7,1705.8,131.6,2.1226,12655.3,12659.2
1705.8,1705.9,93.22,1.5035,12659.2,12663.1
1705.9,1706,118.5,1.9113,12663.1,12667
1706,1706.1,139.7,2.2532,12667,12671
1706.1,1706.2,75.47,1.2173,12671,12675
1706.2,1706.3,91.4,1.4742,12675,12679
1706.3,1706.4,71.83,1.1585,12679,12683
1706.4,1706.5,156.7,2.5274,12683,12687
1706.5,1706.6,114.9,1.8532,12687,12691
1706.6,1706.7,109.8,1.7710,12691,12695
1706.7,1706.8,121.1,1.9532,12695,12699
1706.8,1706.9,144.7,2.3339,12699,12703
1706.9,1707,121.1,1.9532,12703,12707
1707,1707.1,111.1,1.7919,12707,12710.4
1707.1,1707.2,127.4,2.0548,12710.4,12713.8
1707.2,1707.3,113.9,1.8371,12713.8,12717.2
1707.3,1707.4,83.74,1.3506,12717.2,12720.6
1707.4,1707.5,95.22,1.5358,12720.6,12724
1707.5,1707.6,92.75,1.4960,12724,12727.4
1707.6,1707.7,119.5,1.9274,12727.4,12730.8
1707.7,1707.8,81.82,1.3197,12730.8,12734.2
1707.8,1707.9,157.3,2.5371,12734.2,12737.6
1707.9,1708,108.4,1.7484,12737.6,12741
1708,1708.1,115.2,1.8581,12741,12744.8
1708.1,1708.2,94.77,1.5285,12744.8,12748.6
1708.2,1708.3,108.4,1.7484,12748.6,12752.4
1708.3,1708.4,135.5,2.1855,12752.4,12756.2
1708.4,1708.5,126.3,2.0371,12756.2,12760
1708.5,1708.6,201.2,3.2452,12760,12763.8
1708.6,1708.7,104.7,1.6887,12763.8,12767.6
1708.7,1708.8,143.8,2.3194,12767.6,12771.4
1708.8,1708.9,155,2.5000,12771.4,12775.2
1708.9,1709,101.5,1.6371,12775.2,12779
1709,1709.1,129.4,2.0871,12779,12782.7
1709.1,1709.2,87.24,1.4071,12782.7,12786.4
1709.2,1709.3,108.7,1.7532,12786.4,12790.1
1709.3,1709.4,96.67,1.5592,12790.1,12793.8
1709.4,1709.5,116.4,1.8774,12793.8,12797.5
1709.5,1709.6,132.7,2.1403,12797.5,12801.2
1709.6,1709.7,116.6,1.8806,12801.2,12804.9
1709.7,1709.8,125.5,2.0242,12804.9,12808.6
1709.8,1709.9,134.1,2.1629,12808.6,12812.3
1709.9,1710,104.8,1.6903,12812.3,12816
1710,1710.1,91.13,1.4698,12816,12819.3
1710.1,1710.2,95.41,1.5389,12819.3,12822.6
1710.2,1710.3,143.5,2.3145,12822.6,12825.9
1710.3,1710.4,114,1.8387,12825.9,12829.2
1710.4,1710.5,102.1,1.6468,12829.2,12832.5
1710.5,1710.6,96.63,1.5585,12832.5,12835.8
1710.6,1710.7,118.1,1.9048,12835.8,12839.1
1710.7,1710.8,97.35,1.5702,12839.1,12842.4
1710.8,1710.9,108.6,1.7516,12842.4,12845.7
1710.9,1711,101.1,1.6306,12845.7,12849
1711,1711.1,90,1.4516,12849,12852.3
1711.1,1711.2,92.25,1.4879,12852.3,12855.6
1711.2,1711.3,114.9,1.8532,12855.6,12858.9
1711.3,1711.4,100.1,1.6145,12858.9,12862.2
1711.4,1711.5,119,1.9194,12862.2,12865.5
1711.5,1711.6,86.22,1.3906,12865.5,12868.8
1711.6,1711.7,110.2,1.7774,12868.8,12872.1
1711.7,1711.8,124,2.0000,12872.1,12875.4
1711.8,1711.9,85.3,1.3758,12875.4,12878.7
1711.9,1712,65.66,1.0590,12878.7,12882
1712,1712.1,83.2,1.3419,12882,12884.8
1712.1,1712.2,101,1.6290,12884.8,12887.6
1712.2,1712.3,114,1.8387,12887.6,12890.4
1712.3,1712.4,109,1.7581,12890.4,12893.2
1712.4,1712.5,79.3,1.2790,12893.2,12896
1712.5,1712.6,124,2.0000,12896,12898.8
1712.6,1712.7,104,1.6774,12898.8,12901.6
1712.7,1712.8,91.3,1.4726,12901.6,12904.4
1712.8,1712.9,107,1.7258,12904.4,12907.2
1712.9,1713,81.6,1.3161,12907.2,12910
1713,1713.2,75.6,1.2194,12910,12915
1713.2,1713.4,58.4,0.9419,12915,12920
1713.4,1713.6,72.7,1.1726,12920,12925
1713.6,1713.8,96.4,1.5548,12925,12930
1713.8,1714,68.7,1.1081,12930,12935
1714,1714.2,90.5,1.4597,12935,12939
1714.2,1714.4,88.9,1.4339,12939,12943
1714.4,1714.6,79.8,1.2871,12943,12947
1714.6,1714.8,79,1.2742,12947,12951
1714.8,1715,88.6,1.4290,12951,12955
1715,1715.2,80.9,1.3048,12955,12959.2
1715.2,1715.4,86.4,1.3935,12959.2,12963.4
1715.4,1715.6,88.7,1.4306,12963.4,12967.6
1715.6,1715.79,70.2,1.1323,12967.6,12971.6
1715.79,1716,78.3,1.2629,12971.6,12976
1716,1716.2,91,1.4677,12976,12980.2
1716.2,1716.4,72.6,1.1710,12980.2,12984.4
1716.4,1716.6,73.9,1.1919,12984.4,12988.6
1716.6,1716.8,81.6,1.3161,12988.6,12992.8
1716.8,1717,83.3,1.3435,12992.8,12997
1717,1717.2,81.9,1.3210,12997,13001
1717.2,1717.4,83.8,1.3516,13001,13005
1717.4,1717.6,75.4,1.2161,13005,13009
1717.6,1717.8,88.7,1.4306,13009,13013
1717.8,1718,79.5,1.2823,13013,13017
1718,1718.2,83.3,1.3435,13017,13021.8
1718.2,1718.4,88.6,1.4290,13021.8,13026.6
1718.4,1718.6,104,1.6774,13026.6,13031.4
1718.6,1718.8,92.8,1.4968,13031.4,13036.2
1718.8,1719,83.4,1.3452,13036.2,13041
1719,1719.1,101,1.6290,13041,13043.3
1719.1,1719.2,67.2,1.0839,13043.3,13045.6
1719.2,1719.3,67.1,1.0823,13045.6,13047.9
1719.3,1719.4,95.3,1.5371,13047.9,13050.2
1719.4,1719.5,102,1.6452,13050.2,13052.5
1719.5,1719.6,83.4,1.3452,13052.5,13054.8
1719.6,1719.7,104,1.6774,13054.8,13057.1
1719.7,1719.8,69.1,1.1145,13057.1,13059.4
1719.8,1719.9,99.9,1.6113,13059.4,13061.7
1719.9,1720,96.9,1.5629,13061.7,13064
1720,1720.1,81,1.3065,13064,13066
1720.1,1720.2,73.3,1.1823,13066,13068
1720.2,1720.3,95.9,1.5468,13068,13070
1720.3,1720.4,99.7,1.6081,13070,13072
1720.4,1720.5,69.4,1.1194,13072,13074
1720.5,1720.6,56.6,0.9129,13074,13076
1720.6,1720.7,92.1,1.4855,13076,13078
1720.7,1720.8,75.6,1.2194,13078,13080
1720.8,1720.9,117,1.8871,13080,13082
1720.9,1721,113,1.8226,13082,13084
1721,1721.1,120,1.9355,13084,13086.3
1721.11,1721.2,80,1.2903,13086.5,13088.6
1721.2,1721.3,103,1.6613,13088.6,13090.9
1721.3,1721.4,105,1.6935,13090.9,13093.2
1721.4,1721.6,96,1.5484,13093.2,13097.8
1721.6,1721.8,110,1.7742,13097.8,13102.4
1721.8,1722,94.3,1.5210,13102.4,13107
1722,1722.2,91.5,1.4758,13107,13112.6
1722.2,1722.4,85.8,1.3839,13112.6,13118.2
1722.4,1722.6,95.1,1.5339,13118.2,13123.8
1722.6,1722.8,69.4,1.1194,13123.8,13129.4
1722.8,1723,94.4,1.5226,13129.4,13135
1723,1723.2,95.8,1.5452,13135,13141.4
1723.2,1723.4,87.9,1.4177,13141.4,13147.8
1723.4,1723.6,89.9,1.4500,13147.8,13154.2
1723.6,1723.8,98.1,1.5823,13154.2,13160.6
1723.8,1724,90.8,1.4645,13160.6,13167
1724,1724.2,104,1.6774,13167,13173.2
1724.2,1724.4,98.9,1.5952,13173.2,13179.4
1724.4,1724.6,76.8,1.2387,13179.4,13185.6
1724.6,1724.8,89.6,1.4452,13185.6,13191.8
1724.8,1725,90,1.4516,13191.8,13198
1725,1725.2,97.1,1.5661,13198,13203.2
1725.2,1725.4,85.7,1.3823,13203.2,13208.4
1725.4,1725.6,97.2,1.5677,13208.4,13213.6
1725.6,1725.8,87.7,1.4145,13213.6,13218.8
1725.8,1726,96.8,1.5613,13218.8,13224
1726,1726.2,113,1.8226,13224,13229.8
1726.2,1726.4,103,1.6613,13229.8,13235.6
1726.4,1726.6,119,1.9194,13235.6,13241.4
1726.6,1726.8,96.5,1.5565,13241.4,13247.2
1726.8,1727,96.3,1.5532,13247.2,13253
1727,1727.2,94.9,1.5306,13253,13258
1727.2,1727.4,99.7,1.6081,13258,13263
1727.4,1727.6,69.8,1.1258,13263,13268
1727.6,1727.8,99.9,1.6113,13268,13273
1727.8,1728,72.7,1.1726,13273,13278
1728,1728.2,67.1,1.0823,13278,13283.6
1728.2,1728.4,78,1.2581,13283.6,13289.2
1728.4,1728.6,85.2,1.3742,13289.2,13294.8
1728.6,1728.8,88.6,1.4290,13294.8,13300.4
1728.8,1729,84,1.3548,13300.4,13306
1729,1729.2,77.9,1.2565,13306,13310.4
1729.2,1729.4,98.3,1.5855,13310.4,13314.8
1729.4,1729.6,76.2,1.2290,13314.8,13319.2
1729.6,1729.8,87.8,1.4161,13319.2,13323.6
1729.8,1730,80.1,1.2919,13323.6,13328
1730,1730.2,89,1.4355,13328,13333.4
1730.2,1730.4,92.1,1.4855,13333.4,13338.8
1730.4,1730.6,85.5,1.3790,13338.8,13344.2
1730.6,1730.8,77.7,1.2532,13344.2,13349.6
1730.8,1731,86.5,1.3952,13349.6,13355
1731,1731.2,70,1.1290,13355,13359.6
1731.2,1731.4,79.4,1.2806,13359.6,13364.2
1731.4,1731.6,92.6,1.4935,13364.2,13368.8
1731.6,1731.8,87.8,1.4161,13368.8,13373.4
1731.8,1732,74.1,1.1952,13373.4,13378
1732,1732.2,81.1,1.3081,13378,13382
1732.2,1732.4,85.7,1.3823,13382,13386
1732.4,1732.6,86.8,1.4000,13386,13390
1732.6,1732.8,81.3,1.3113,13390,13394
1732.8,1733,90.8,1.4645,13394,13398
1733,1733.2,73.6,1.1871,13398,13402.8
1733.2,1733.4,75.1,1.2113,13402.8,13407.6
1733.4,1733.6,77,1.2419,13407.6,13412.4
1733.6,1733.8,82.2,1.3258,13412.4,13417.2
1733.8,1734,57.1,0.9210,13417.2,13422
1734,1734.2,71.6,1.1548,13422,13426.4
1734.2,1734.4,63.4,1.0226,13426.4,13430.8
1734.4,1734.6,74.8,1.2065,13430.8,13435.2
1734.6,1734.8,96.7,1.5597,13435.2,13439.6
1734.8,1735,79.5,1.2823,13439.6,13444
1735,1735.2,95.8,1.5452,13444,13448.4
1735.2,1735.4,74,1.1935,13448.4,13452.8
1735.4,1735.6,67.6,1.0903,13452.8,13457.2
1735.6,1735.8,75,1.2097,13457.2,13461.6
1735.8,1736,74.6,1.2032,13461.6,13466
1736,1736.2,62.2,1.0032,13466,13470.6
1736.2,1736.4,79.1,1.2758,13470.6,13475.2
1736.4,1736.6,61.5,0.9919,13475.2,13479.8
1736.6,1736.8,61.7,0.9952,13479.8,13484.4
1736.8,1737,79.2,1.2774,13484.4,13489
1737,1737.2,77,1.2419,13489,13493
1737.2,1737.4,65.8,1.0613,13493,13497
1737.4,1737.6,82.7,1.3339,13497,13501
1737.6,1737.8,85.6,1.3806,13501,13505
1737.8,1738,90.7,1.4629,13505,13509
1738,1738.2,83.2,1.3419,13509,13513.2
1738.2,1738.4,87.8,1.4161,13513.2,13517.4
1738.4,1738.6,84.9,1.3694,13517.4,13521.6
1738.6,1738.8,92.9,1.4984,13521.6,13525.8
1738.8,1739,83.8,1.3516,13525.8,13530
1739,1739.2,79.7,1.2855,13530,13534
1739.2,1739.4,64.4,1.0387,13534,13538
1739.4,1739.6,79.4,1.2806,13538,13542
1739.6,1739.8,67,1.0806,13542,13546
1739.8,1740,90.1,1.4532,13546,13550
1740,1740.2,72,1.1613,13550,13553.4
1740.2,1740.4,86.1,1.3887,13553.4,13556.8
1740.4,1740.6,72.1,1.1629,13556.8,13560.2
1740.6,1740.8,66,1.0645,13560.2,13563.6
1740.8,1741,66.8,1.0774,13563.6,13567
1741.01,1741.2,80,1.2903,13567.2,13571
1741.2,1741.4,68.8,1.1097,13571,13575
1741.4,1741.6,80.3,1.2952,13575,13579
1741.6,1741.8,75.6,1.2194,13579,13583
1741.8,1742,78.8,1.2710,13583,13587
1742,1742.2,90.7,1.4629,13587,13591.4
1742.2,1742.4,117,1.8871,13591.4,13595.8
1742.4,1742.6,81,1.3065,13595.8,13600.2
1742.6,1742.8,83.8,1.3516,13600.2,13604.6
1742.8,1743,78.2,1.2613,13604.6,13609
1743,1743.2,80,1.2903,13609,13614
1743.2,1743.4,77.5,1.2500,13614,13619
1743.4,1743.6,76.7,1.2371,13619,13624
1743.6,1743.8,101,1.6290,13624,13629
1743.8,1744,93.5,1.5081,13629,13634
1744,1744.2,102,1.6452,13634,13639
1744.2,1744.4,90.4,1.4581,13639,13644
1744.4,1744.6,76,1.2258,13644,13649
1744.6,1744.8,97.8,1.5774,13649,13654
1744.8,1745,86.2,1.3903,13654,13659
1745,1745.2,89.2,1.4387,13659,13663.6
1745.2,1745.4,88.3,1.4242,13663.6,13668.2
1745.4,1745.6,96.5,1.5565,13668.2,13672.8
1745.6,1745.8,93.6,1.5097,13672.8,13677.4
1745.8,1746,85.5,1.3790,13677.4,13682
1746,1746.2,80.7,1.3016,13682,13686.4
1746.2,1746.4,88.5,1.4274,13686.4,13690.8
1746.4,1746.6,109,1.7581,13690.8,13695.2
1746.6,1746.8,66.9,1.0790,13695.2,13699.6
1746.8,1747,79.3,1.2790,13699.6,13704
1747,1747.2,74.5,1.2016,13704,13708
1747.2,1747.4,89.8,1.4484,13708,13712
1747.4,1747.6,89.7,1.4468,13712,13716
1747.6,1747.8,77.6,1.2516,13716,13720
1747.8,1748,85.7,1.3823,13720,13724
1748,1748.2,86.2,1.3903,13724,13728.2
1748.2,1748.4,74.4,1.2000,13728.2,13732.4
1748.4,1748.6,86.7,1.3984,13732.4,13736.6
1748.6,1748.8,70.9,1.1435,13736.6,13740.8
1748.8,1749,71.2,1.1484,13740.8,13745
1749,1749.2,82.5,1.3306,13745,13748.8
1749.2,1749.4,81.2,1.3097,13748.8,13752.6
1749.4,1749.6,97.6,1.5742,13752.6,13756.4
1749.8,1750,62.2,1.0032,13760.2,13764
1750.2,1750.4,86.1,1.3887,13767.8,13771.6
1750.4,1750.6,70.7,1.1403,13771.6,13775.4
1750.6,1750.8,82.9,1.3371,13775.4,13779.2
1750.8,1751,71.9,1.1597,13779.2,13783
1751,1751.2,83.2,1.3419,13783,13787
1751.2,1751.4,76,1.2258,13787,13791
1751.4,1751.6,71.8,1.1581,13791,13795
1751.6,1751.8,78.2,1.2613,13795,13799
1752,1752.2,106,1.7097,13803,13807.2
1752.2,1752.4,89.3,1.4403,13807.2,13811.4
1752.4,1752.6,74.6,1.2032,13811.4,13815.6
1752.6,1752.8,80.2,1.2935,13815.6,13819.8
1752.8,1753,75.5,1.2177,13819.8,13824
1753,1753.2,102,1.6452,13824,13828
1753.2,1753.4,76.7,1.2371,13828,13832
1753.4,1753.6,77.1,1.2435,13832,13836
1753.6,1753.8,82.8,1.3355,13836,13840
1753.8,1754,75.8,1.2226,13840,13844
1754,1754.2,77.2,1.2452,13844,13848
1754.2,1754.4,65.1,1.0500,13848,13852
1754.4,1754.6,78.4,1.2645,13852,13856
1754.6,1754.8,69.8,1.1258,13856,13860
1754.8,1755,75.6,1.2194,13860,13864
1755,1755.2,62.9,1.0145,13864,13868.4
1755.2,1755.4,85.2,1.3742,13868.4,13872.8
1755.4,1755.6,71.8,1.1581,13872.8,13877.2
1755.6,1755.8,82.2,1.3258,13877.2,13881.6
1755.8,1756,51.2,0.8258,13881.6,13886
1756,1756.2,106,1.7097,13886,13890.6
1756.2,1756.4,76.1,1.2274,13890.6,13895.2
1756.4,1756.6,89.8,1.4484,13895.2,13899.8
1756.6,1756.8,76.9,1.2403,13899.8,13904.4
1756.8,1757,86.3,1.3919,13904.4,13909
1757,1757.2,79.1,1.2758,13909,13913.4
1757.2,1757.4,75.3,1.2145,13913.4,13917.8
1757.4,1757.6,81.4,1.3129,13917.8,13922.2
1757.6,1757.8,78.7,1.2694,13922.2,13926.6
1757.8,1758,79.6,1.2839,13926.6,13931
1758,1758.2,78.2,1.2613,13931,13934.8
1758.2,1758.4,80.2,1.2935,13934.8,13938.6
1758.4,1758.6,79,1.2742,13938.6,13942.4
1758.6,1758.8,80.5,1.2984,13942.4,13946.2
1758.8,1759,68.9,1.1113,13946.2,13950
1759,1759.2,86.4,1.3935,13950,13954.4
1759.2,1759.4,60.8,0.9806,13954.4,13958.8
1759.4,1759.6,63.5,1.0242,13958.8,13963.2
1759.6,1759.8,60.8,0.9806,13963.2,13967.6
1759.8,1760,79.9,1.2887,13967.6,13972
1760,1760.2,68.7,1.1081,13972,13976.2
1760.2,1760.4,66.1,1.0661,13976.2,13980.4
1760.4,1760.6,60,0.9677,13980.4,13984.6
1760.6,1760.8,87.2,1.4065,13984.6,13988.8
1760.8,1761,76.2,1.2290,13988.8,13993
1761.01,1761.2,79,1.2742,13993.2,13997
1761.2,1761.3,78.1,1.2597,13997,13999
1761.3,1761.4,89.2,1.4387,13999,14001
1761.4,1761.5,85.4,1.3774,14001,14003
1761.5,1761.6,75.6,1.2194,14003,14005
1761.6,1761.7,60.1,0.9694,14005,14007
1761.7,1761.8,119,1.9194,14007,14009
1761.8,1761.9,84.3,1.3597,14009,14011
1761.9,1762,67.9,1.0952,14011,14013
1762,1762.2,83.8,1.3516,14013,14019
1762.2,1762.4,106,1.7097,14019,14025
1762.6,1762.8,89,1.4355,14031,14037
1762.8,1763,99.4,1.6032,14037,14043
1763,1763.2,105,1.6935,14043,14048.8
1763.2,1763.4,90.9,1.4661,14048.8,14054.6
1763.4,1763.6,115,1.8548,14054.6,14060.4
1763.6,1763.8,87.8,1.4161,14060.4,14066.2
1763.8,1764,89.5,1.4435,14066.2,14072
1764,1764.2,92.9,1.4984,14072,14076.2
1764.2,1764.4,85.2,1.3742,14076.2,14080.4
1764.4,1764.6,99.8,1.6097,14080.4,14084.6
1764.6,1764.8,102,1.6452,14084.6,14088.8
1764.8,1765,89.4,1.4419,14088.8,14093
1765,1765.2,82.6,1.3323,14093,14097.2
1765.2,1765.4,84.9,1.3694,14097.2,14101.4
1765.4,1765.6,77.9,1.2565,14101.4,14105.6
1765.6,1765.8,74.8,1.2065,14105.6,14109.8
1765.8,1766,75.4,1.2161,14109.8,14114
1766,1766.2,79.8,1.2871,14114,14117.8
1766.2,1766.4,86.8,1.4000,14117.8,14121.6
1766.4,1766.6,76.4,1.2323,14121.6,14125.4
1766.6,1766.8,73.7,1.1887,14125.4,14129.2
1766.8,1767,70.3,1.1339,14129.2,14133
1767,1767.2,77.1,1.2435,14133,14136.2
1767.2,1767.4,81.5,1.3145,14136.2,14139.4
1767.4,1767.6,80.8,1.3032,14139.4,14142.6
1767.6,1767.8,93.8,1.5129,14142.6,14145.8
1767.8,1768,79.2,1.2774,14145.8,14149
1768,1768.2,71.9,1.1597,14149,14152.8
1768.2,1768.4,69.9,1.1274,14152.8,14156.6
1768.4,1768.6,78.5,1.2661,14156.6,14160.4
1768.6,1768.8,98.7,1.5919,14160.4,14164.2
1768.8,1769,85.2,1.3742,14164.2,14168
1769,1769.2,97.4,1.5710,14168,14171.8
1769.2,1769.4,119,1.9194,14171.8,14175.6
1769.4,1769.6,86.3,1.3919,14175.6,14179.4
1769.6,1769.8,77.7,1.2532,14179.4,14183.2
1769.8,1770,80.2,1.2935,14183.2,14187
1770,1770.2,66.6,1.0742,14187,14190.8
1770.2,1770.4,84,1.3548,14190.8,14194.6
1770.4,1770.6,100,1.6129,14194.6,14198.4
1770.6,1770.8,75.9,1.2242,14198.4,14202.2
1770.8,1771,81.5,1.3145,14202.2,14206
1771,1771.2,66.6,1.0742,14206,14209.4
1771.2,1771.4,67.8,1.0935,14209.4,14212.8
1771.4,1771.6,79.9,1.2887,14212.8,14216.2
1771.6,1771.8,81.6,1.3161,14216.2,14219.6
1771.8,1772,71.6,1.1548,14219.6,14223
1772,1772.2,67.9,1.0952,14223,14227
1772.2,1772.4,66.9,1.0790,14227,14231
1772.4,1772.6,88.6,1.4290,14231,14235
1772.6,1772.8,83.5,1.3468,14235,14239
1772.8,1773,74.7,1.2048,14239,14243
1773,1773.2,61.9,0.9984,14243,14246.6
1773.2,1773.4,79.9,1.2887,14246.6,14250.2
1773.4,1773.6,78.2,1.2613,14250.2,14253.8
1773.6,1773.8,71.8,1.1581,14253.8,14257.4
1773.8,1774,69.9,1.1274,14257.4,14261
1774,1774.2,75.5,1.2177,14261,14264.8
1774.2,1774.4,69.8,1.1258,14264.8,14268.6
1774.4,1774.6,83.5,1.3468,14268.6,14272.4
1774.6,1774.8,72.9,1.1758,14272.4,14276.2
1774.8,1775,78.3,1.2629,14276.2,14280
1775,1775.2,66.6,1.0742,14280,14283.2
1775.2,1775.4,61.5,0.9919,14283.2,14286.4
1775.4,1775.6,71.6,1.1548,14286.4,14289.6
1775.6,1775.8,66,1.0645,14289.6,14292.8
1775.8,1775.99,66.5,1.0726,14292.8,14295.8
1775.99,1776.2,78.6,1.2677,14295.8,14299.6
1776.2,1776.4,74.4,1.2000,14299.6,14303.2
1776.4,1776.6,70.8,1.1419,14303.2,14306.8
1776.6,1776.8,71,1.1452,14306.8,14310.4
1776.8,1777,80.4,1.2968,14310.4,14314
1777,1777.2,81.2,1.3097,14314,14317.4
1777.2,1777.4,81.1,1.3081,14317.4,14320.8
1777.4,1777.6,89.8,1.4484,14320.8,14324.2
1777.6,1777.8,78.6,1.2677,14324.2,14327.6
1777.8,1778,77.9,1.2565,14327.6,14331
1778,1778.2,75.2,1.2129,14331,14334
1778.2,1778.4,76.6,1.2355,14334,14337
1778.4,1778.6,74.1,1.1952,14337,14340
1778.6,1778.8,72.9,1.1758,14340,14343
1778.8,1779,71.7,1.1565,14343,14346
1779,1779.2,85.1,1.3726,14346,14349.4
1779.2,1779.4,73.6,1.1871,14349.4,14352.8
1779.4,1779.6,61.9,0.9984,14352.8,14356.2
1779.6,1779.8,83.7,1.3500,14356.2,14359.6
1779.8,1780,58.9,0.9500,14359.6,14363
1780,1780.2,72.5,1.1694,14363,14366.6
1780.2,1780.4,50.2,0.8097,14366.6,14370.2
1780.4,1780.6,67.2,1.0839,14370.2,14373.8
1780.6,1780.8,62.9,1.0145,14373.8,14377.4
1780.8,1781,81.5,1.3145,14377.4,14381
1781.02,1781.2,81.1,1.3081,14381.3,14384.4
1781.2,1781.4,76.5,1.2339,14384.4,14387.8
1781.4,1781.6,71.3,1.1500,14387.8,14391.2
1781.6,1781.81,66.7,1.0758,14391.2,14394.8
1781.81,1782,68,1.0968,14394.8,14398
1782,1782.2,67.2,1.0839,14398,14401.6
1782.2,1782.4,75.7,1.2210,14401.6,14405.2
1782.4,1782.6,80.8,1.3032,14405.2,14408.8
1782.6,1782.8,66,1.0645,14408.8,14412.4
1782.8,1783,66.8,1.0774,14412.4,14416
1783,1783.2,69.4,1.1194,14416,14419.2
1783.2,1783.4,71.4,1.1516,14419.2,14422.4
1783.4,1783.6,72.2,1.1645,14422.4,14425.6
1783.6,1783.8,59.1,0.9532,14425.6,14428.8
1783.8,1784,63,1.0161,14428.8,14432
1784,1784.2,70.2,1.1323,14432,14435
1784.2,1784.4,70.5,1.1371,14435,14438
1784.4,1784.6,56.2,0.9065,14438,14441
1784.6,1784.8,69.8,1.1258,14441,14444
1784.8,1785,61.7,0.9952,14444,14447
1785,1785.2,68,1.0968,14447,14450
1785.2,1785.4,74.9,1.2081,14450,14453
1785.4,1785.6,82.2,1.3258,14453,14456
1785.6,1785.8,65.1,1.0500,14456,14459
1785.8,1786,68.3,1.1016,14459,14462
1786,1786.2,71.5,1.1532,14462,14465.2
1786.2,1786.4,83.6,1.3484,14465.2,14468.4
1786.4,1786.6,72.5,1.1694,14468.4,14471.6
1786.6,1786.8,64.8,1.0452,14471.6,14474.8
