TopDepth,BottomDepth,NO3_ppb,NO3_uM,TopAge,BottomAge
2691.61,2691.81,70.11,1.1308,87326.3,87371.6
2691.81,2692.01,69.68,1.1239,87371.6,87416.9
2692.21,2692.41,61.42,0.9906,87462.3,87507.6
2692.41,2692.61,63.97,1.0318,87507.6,87552.9
2692.61,2692.81,55.39,0.8934,87552.9,87598.3
2692.81,2693.01,67.82,1.0939,87598.3,87643.6
2693.01,2693.21,64.85,1.0460,87643.6,87688.9
2693.21,2693.41,68.36,1.1026,87688.9,87734.3
2693.41,2693.61,64.96,1.0477,87734.3,87779.6
2693.61,2693.81,71.09,1.1466,87779.6,87824.9
2693.81,2694.01,65.18,1.0513,87824.9,87870.3
2694.01,2694.21,61.75,0.9960,87870.3,87916.2
2694.21,2694.41,58.64,0.9458,87916.2,87962
2694.41,2694.61,60.2,0.9710,87962,88007.9
2694.61,2694.81,56.96,0.9187,88007.9,88053.8
2694.81,2695.01,70.55,1.1379,88053.8,88099.6
2695.01,2695.21,66.72,1.0761,88099.6,88145.5
2695.21,2695.41,70.77,1.1415,88145.5,88191.4
2695.41,2695.61,61.98,0.9997,88191.4,88237.2
2695.61,2695.81,66.34,1.0700,88237.2,88283.1
2695.81,2696,63.55,1.0250,88283.1,88326.7
2696,2696.2,63.1,1.0177,88326.7,88372.5
2696.2,2696.4,66,1.0645,88372.5,88418.4
2696.4,2696.6,61.98,0.9997,88418.4,88464.3
2696.6,2696.8,64.55,1.0411,88464.3,88510.1
2696.8,2697,63.1,1.0177,88510.1,88556
2697,2697.2,64.44,1.0394,88556,88601.9
2697.2,2697.4,64.33,1.0376,88601.9,88647.7
2697.4,2697.6,61.31,0.9889,88647.7,88693.6
2697.6,2697.8,58.38,0.9416,88693.6,88739.5
2697.8,2698,77.69,1.2531,88739.5,88785.3
2698,2698.2,67.01,1.0808,88785.3,88831.2
2698.2,2698.4,65.11,1.0502,88831.2,88877.1
2698.4,2698.6,63.1,1.0177,88877.1,88922.9
2698.6,2698.8,65.56,1.0574,88922.9,88968.8
2698.8,2699,59.84,0.9652,88968.8,89014.7
2699,2699.2,65,1.0484,89014.7,89060.5
2699.2,2699.4,61.08,0.9852,89060.5,89106.4
2699.4,2699.6,64.78,1.0448,89106.4,89152.3
2699.8,2700,64,1.0323,89198.1,89244
2700,2700.2,63.32,1.0213,89244,89289.6
2700.2,2700.4,67.12,1.0826,89289.6,89335.2
2700.4,2700.6,67.67,1.0915,89335.2,89380.8
2700.6,2700.8,62.99,1.0160,89380.8,89426.4
2700.8,2701.005,68.56,1.1058,89426.4,89473.1
2701.005,2701.2,61.87,0.9979,89473.1,89517.6
2701.2,2701.4,61.44,0.9910,89517.6,89563.2
2701.4,2701.6,59.31,0.9566,89563.2,89608.8
2701.6,2701.8,62.67,1.0108,89608.8,89654.4
2701.8,2702,59.87,0.9656,89654.4,89700
2702,2702.2,58.07,0.9366,89700,89745.6
2702.2,2702.4,60.1,0.9694,89745.6,89791.2
2702.4,2702.6,64.9,1.0468,89791.2,89836.8
2702.6,2702.8,59.65,0.9621,89836.8,89882.4
2702.8,2703,62.9,1.0145,89882.4,89928
2703,2703.2,58.18,0.9384,89928,89973.6
2703.2,2703.4,62.23,1.0037,89973.6,90019.2
2703.4,2703.6,57.62,0.9294,90019.2,90064.8
2703.6,2703.8,63.9,1.0306,90064.8,90110.4
2703.8,2704,58.07,0.9366,90110.4,90156
2704,2704.23,60.55,0.9766,90156,90208.4
2704.23,2704.4,51.58,0.8319,90208.4,90247.2
2704.4,2704.6,79.89,1.2885,90247.2,90292.8
2704.6,2704.8,55.81,0.9002,90292.8,90338.4
2704.8,2705,64.9,1.0468,90338.4,90384
2705,2705.2,69.87,1.1269,90384,90430.9
2705.4,2705.6,57.73,0.9311,90477.8,90524.7
2705.6,2705.8,66.01,1.0647,90524.7,90571.5
2705.8,2706,60.99,0.9837,90571.5,90618.4
2706,2706.2,60.88,0.9819,90618.4,90665.3
2706.2,2706.4,64.68,1.0432,90665.3,90712.2
2706.4,2706.6,56.6,0.9129,90712.2,90759.1
2706.6,2706.8,64.9,1.0468,90759.1,90806
2706.8,2707,68,1.0968,90806,90852.9
2707,2707.2,64.34,1.0377,90852.9,90899.7
2707.2,2707.4,62.67,1.0108,90899.7,90946.6
2707.4,2707.57,64.68,1.0432,90946.6,90986.5
2707.57,2707.8,63.01,1.0163,90986.5,91040.4
2707.8,2708,66.9,1.0790,91040.4,91087.3
2708,2708.2,64.48,1.0400,91087.3,91134.2
2708.2,2708.4,59.56,0.9606,91134.2,91181.1
2708.4,2708.6,72.86,1.1752,91181.1,91227.9
2708.6,2708.8,66.3,1.0694,91227.9,91274.8
2708.8,2709,61.28,0.9884,91274.8,91321.7
2709,2709.2,63.11,1.0179,91321.7,91368.6
2709.2,2709.4,61.16,0.9865,91368.6,91415.5
2709.4,2709.6,63.91,1.0308,91415.5,91462.4
2709.6,2709.8,67.44,1.0877,91462.4,91509.3
2709.8,2710,65.16,1.0510,91509.3,91556.1
2710,2710.2,64.71,1.0437,91556.1,91603
2710.2,2710.4,66.07,1.0656,91603,91649.9
2710.4,2710.6,69.14,1.1152,91649.9,91696.8
2710.6,2710.8,62.65,1.0105,91696.8,91743.7
2710.8,2711,67.66,1.0913,91743.7,91790.6
2711.01,2711.2,55.17,0.8898,91792.9,91837.5
2711.2,2711.4,65.85,1.0621,91837.5,91884.3
2711.4,2711.6,70.38,1.1352,91884.3,91931.2
2711.6,2711.8,59.1,0.9532,91931.2,91978.1
2711.8,2712,67.89,1.0950,91978.1,92025
2712,2712.2,64.94,1.0474,92025,92074.5
2712.2,2712.4,65.62,1.0584,92074.5,92124
2712.4,2712.6,57.6,0.9290,92124,92173.5
2712.6,2712.8,75.22,1.2132,92173.5,92223
2712.8,2713,64.59,1.0418,92223,92272.5
2713,2713.2,64.02,1.0326,92272.5,92322
2713.2,2713.4,69.25,1.1169,92322,92371.5
2713.4,2713.6,64.82,1.0455,92371.5,92421
2713.6,2713.8,53.78,0.8674,92421,92470.5
2713.8,2714,64.94,1.0474,92470.5,92520
2714,2714.2,58.75,0.9476,92520,92569.5
2714.2,2714.4,56.33,0.9085,92569.5,92619
2714.4,2714.6,69.36,1.1187,92619,92668.5
2714.6,2714.8,67.78,1.0932,92668.5,92718
2714.8,2715.02,77.91,1.2566,92718,92772.5
2715.02,2715.2,55.75,0.8992,92772.5,92817
2715.2,2715.4,61.08,0.9852,92817,92866.5
2715.4,2715.6,73.93,1.1924,92866.5,92916
2715.6,2715.8,58.63,0.9456,92916,92965.5
2715.8,2716,66.93,1.0795,92965.5,93015
2716,2716.2,59.63,0.9618,93015,93064.5
2716.2,2716.4,66.6,1.0742,93064.5,93114
2716.4,2716.6,67.37,1.0866,93114,93163.5
2716.6,2716.8,58.3,0.9403,93163.5,93213
2716.8,2717,64.62,1.0423,93213,93262.5
2717,2717.2,60.86,0.9816,93262.5,93312
2717.2,2717.4,60.64,0.9781,93312,93361.5
2717.6,2717.8,65.83,1.0618,93411,93460.5
2717.8,2718,61.52,0.9923,93460.5,93510
2718,2718.2,64.62,1.0423,93510,93561.1
2718.2,2718.42,61.63,0.9940,93561.1,93617.4
2718.42,2718.6,64.29,1.0369,93617.4,93663.4
2718.6,2718.8,63.63,1.0263,93663.4,93714.5
2718.8,2719,66.38,1.0706,93714.5,93765.7
2719,2719.2,61.52,0.9923,93765.7,93816.8
2719.2,2719.4,63.96,1.0316,93816.8,93867.9
2719.4,2719.6,65.06,1.0494,93867.9,93919.1
2719.6,2719.8,62.08,1.0013,93919.1,93970.2
2719.8,2720,60.19,0.9708,93970.2,94021.3
2720,2720.2,68.47,1.1044,94021.3,94072.5
2720.2,2720.4,44.85,0.7234,94072.5,94123.6
2720.4,2720.6,64.73,1.0440,94123.6,94174.7
2720.6,2720.8,63.85,1.0298,94174.7,94225.9
2720.8,2721,64.51,1.0405,94225.9,94277
2721.01,2721.2,64.95,1.0476,94279.6,94328.1
2721.2,2721.4,62.63,1.0102,94328.1,94379.3
2721.4,2721.6,60.99,0.9837,94379.3,94430.4
2721.6,2721.8,65.04,1.0490,94430.4,94481.5
2722,2722.2,64.82,1.0455,94532.7,94583.8
2722.2,2722.4,67.17,1.0834,94583.8,94634.9
2722.4,2722.6,61.33,0.9892,94634.9,94686.1
2722.6,2722.8,64.71,1.0437,94686.1,94737.2
2722.8,2723,66.16,1.0671,94737.2,94788.3
2723,2723.2,59.75,0.9637,94788.3,94839.5
2723.2,2723.4,64.48,1.0400,94839.5,94890.6
2723.4,2723.6,66.05,1.0653,94890.6,94941.7
2723.6,2723.8,58.5,0.9435,94941.7,94992.9
2724,2724.2,55.88,0.9013,95044,95094.9
2724.2,2724.4,68.73,1.1085,95094.9,95145.8
2724.4,2724.6,61.44,0.9910,95145.8,95196.7
2724.6,2724.825,64.15,1.0347,95196.7,95254
2724.825,2725,67.61,1.0905,95254,95298.5
2725,2725.2,61.22,0.9874,95298.5,95349.4
2725.2,2725.4,63.7,1.0274,95349.4,95400.3
2725.4,2725.6,54.62,0.8810,95400.3,95451.2
2725.6,2725.8,65.27,1.0527,95451.2,95502.1
2725.8,2726,63.13,1.0182,95502.1,95553
2726,2726.2,63.7,1.0274,95553,95603.9
2726.2,2726.4,69.51,1.1211,95603.9,95654.8
2726.4,2726.6,63.81,1.0292,95654.8,95705.7
2726.6,2726.8,66.16,1.0671,95705.7,95756.6
2726.8,2727,62.35,1.0056,95756.6,95807.5
2727,2727.19,66.5,1.0726,95807.5,95855.9
2727.19,2727.4,67.5,1.0887,95855.9,95909.3
2727.4,2727.6,62.01,1.0002,95909.3,95960.2
2727.6,2727.8,68.51,1.1050,95960.2,96011.1
2727.8,2728,66.5,1.0726,96011.1,96062
2728,2728.2,63.47,1.0237,96062,96112.9
2728.2,2728.4,66.61,1.0744,96112.9,96163.8
2728.4,2728.6,67.39,1.0869,96163.8,96214.7
2728.6,2728.8,66.32,1.0697,96214.7,96265.6
2728.8,2729,65.39,1.0547,96265.6,96316.5
2729,2729.2,64.46,1.0397,96316.5,96367.4
2729.2,2729.4,65.5,1.0565,96367.4,96418.3
2729.4,2729.6,64.81,1.0453,96418.3,96469.2
2729.6,2729.8,63.99,1.0321,96469.2,96520.1
2729.8,2730,68.75,1.1089,96520.1,96571
2730,2730.2,67.13,1.0827,96571,96621.9
2730.2,2730.4,66.2,1.0677,96621.9,96672.8
2730.4,2730.6,65.27,1.0527,96672.8,96723.7
2730.6,2730.8,66.55,1.0734,96723.7,96774.6
2730.8,2731.02,63.29,1.0208,96774.6,96830.6
2731.02,2731.2,67.36,1.0865,96830.6,96876.4
2731.2,2731.4,70.84,1.1426,96876.4,96927.3
2731.4,2731.6,66.32,1.0697,96927.3,96978.2
2731.6,2731.8,69.68,1.1239,96978.2,97029.1
2731.8,2732,64.34,1.0377,97029.1,97080
2732,2732.2,64.57,1.0415,97080,97129.7
2732.2,2732.4,62.94,1.0152,97129.7,97179.3
2732.4,2732.6,67.25,1.0847,97179.3,97229
2732.6,2732.8,67.83,1.0940,97229,97278.6
2732.8,2733.02,66.09,1.0660,97278.6,97333.2
2733.02,2733.22,67.83,1.0940,97333.2,97382.9
2733.22,2733.42,68.06,1.0977,97382.9,97432.5
2733.42,2733.62,68.75,1.1089,97432.5,97482.2
2733.62,2733.82,69.68,1.1239,97482.2,97531.8
2733.82,2734.02,67.01,1.0808,97531.8,97581.5
2734.02,2734.22,67.36,1.0865,97581.5,97631.1
2734.22,2734.42,68.41,1.1034,97631.1,97680.8
2734.42,2734.62,65.62,1.0584,97680.8,97730.4
2734.62,2734.82,67.48,1.0884,97730.4,97780.1
2734.82,2735.02,64.81,1.0453,97780.1,97829.7
2735.02,2735.2,66.67,1.0753,97829.7,97874.4
2735.2,2735.4,67.13,1.0827,97874.4,97924.1
2735.4,2735.6,67.71,1.0921,97924.1,97973.7
2735.6,2735.8,59.95,0.9669,97973.7,98023.4
2735.8,2736,59.39,0.9579,98023.4,98073
2736,2736.2,60.72,0.9794,98073,98120.3
2736.2,2736.4,58,0.9355,98120.3,98167.6
2736.4,2736.61,62.95,1.0153,98167.6,98217.3
2736.61,2736.8,58.6,0.9452,98217.3,98262.2
2736.8,2737,58.12,0.9374,98262.2,98309.5
2737.2,2737.4,61.86,0.9977,98356.8,98404.1
2737.4,2737.6,59.48,0.9594,98404.1,98451.4
2737.6,2737.8,58.06,0.9365,98451.4,98498.7
2737.8,2738,60.82,0.9810,98498.7,98546
2738,2738.2,62.65,1.0105,98546,98593.3
2738.2,2738.4,66.01,1.0647,98593.3,98640.6
2738.4,2738.6,61.79,0.9966,98640.6,98687.9
2738.6,2738.8,63.59,1.0256,98687.9,98735.2
2738.8,2739,58.76,0.9477,98735.2,98782.5
2739,2739.2,57.05,0.9202,98782.5,98829.8
2739.2,2739.4,62.08,1.0013,98829.8,98877.1
2739.4,2739.6,71.63,1.1553,98877.1,98924.4
2739.6,2739.8,60.16,0.9703,98924.4,98971.7
2739.8,2740,75.65,1.2202,98971.7,99019
2740,2740.2,73.12,1.1794,99019,99062.2
2740.2,2740.4,62.45,1.0073,99062.2,99105.4
2740.4,2740.6,64.08,1.0335,99105.4,99148.6
2740.6,2740.79,66.65,1.0750,99148.6,99189.6
2740.79,2741,71.7,1.1565,99189.6,99235
2741.01,2741.2,67.28,1.0852,99237.2,99278.2
2741.2,2741.4,67.66,1.0913,99278.2,99321.4
2741.4,2741.6,68.16,1.0994,99321.4,99364.6
2741.6,2741.8,71.19,1.1482,99364.6,99407.8
2741.8,2742,67.79,1.0934,99407.8,99451
2742.2,2742.4,67.79,1.0934,99494.2,99537.4
2742.4,2742.6,67.53,1.0892,99537.4,99580.6
2742.6,2742.8,65.13,1.0505,99580.6,99623.8
2742.8,2743,69.43,1.1198,99623.8,99667
2743,2743.2,68.04,1.0974,99667,99710.2
2743.2,2743.4,64.12,1.0342,99710.2,99753.4
2743.4,2743.6,65.51,1.0566,99753.4,99796.6
2743.6,2743.8,66.9,1.0790,99796.6,99839.8
2743.8,2744,73.96,1.1929,99839.8,99883
2744,2744.2,65.77,1.0608,99883,99921
2744.2,2744.4,67.28,1.0852,99921,99959
2744.4,2744.6,73.71,1.1889,99959,99997
2744.6,2744.8,67.15,1.0831,99997,100035
2744.8,2745,67.66,1.0913,100035,100073
2745,2745.2,67.41,1.0873,100073,100111
2745.2,2745.4,66.27,1.0689,100111,100149
2745.4,2745.6,62.73,1.0118,100149,100187
2745.6,2745.8,64.25,1.0363,100187,100225
2745.8,2746,60.83,0.9811,100225,100263
2746,2746.2,66.59,1.0740,100263,100301
2746.2,2746.4,68.6,1.1065,100301,100339
2746.4,2746.6,72.21,1.1647,100339,100377
2746.6,2746.8,69.13,1.1150,100377,100415
2746.8,2747,67.39,1.0869,100415,100453
2747,2747.2,63.38,1.0223,100453,100491
2747.2,2747.4,65.79,1.0611,100491,100529
2747.4,2747.6,70.6,1.1387,100529,100567
2747.6,2747.8,67.13,1.0827,100567,100605
2747.8,2748,66.05,1.0653,100605,100643
2748,2748.2,71.94,1.1603,100643,100681.7
2748.2,2748.4,77.03,1.2424,100681.7,100720.4
2748.4,2748.6,62.18,1.0029,100720.4,100759.1
2748.6,2748.8,68.2,1.1000,100759.1,100797.8
2748.8,2749.015,76.36,1.2316,100797.8,100839.4
2749.015,2749.2,73.81,1.1905,100839.4,100875.2
2749.2,2749.4,81.71,1.3179,100875.2,100913.9
2749.4,2749.6,79.17,1.2769,100913.9,100952.6
2749.6,2749.8,72.48,1.1690,100952.6,100991.3
2749.8,2750,71.67,1.1560,100991.3,101030
2750,2750.2,74.62,1.2035,101030,101068.7
2750.2,2750.4,74.08,1.1948,101068.7,101107.4
2750.4,2750.6,72.21,1.1647,101107.4,101146.1
2750.6,2750.8,78.63,1.2682,101146.1,101184.8
2750.8,2751.015,73.55,1.1863,101184.8,101226.4
2751.015,2751.2,71.27,1.1495,101226.4,101262.2
2751.2,2751.4,73.55,1.1863,101262.2,101300.9
2751.4,2751.6,77.35,1.2476,101300.9,101339.6
2751.6,2751.8,70.87,1.1431,101339.6,101378.3
2751.8,2752,76.84,1.2394,101378.3,101417
2752,2752.2,72.16,1.1639,101417,101455.3
2752.2,2752.4,69.31,1.1179,101455.3,101493.5
2752.4,2752.6,76.58,1.2352,101493.5,101531.8
2752.6,2752.8,76.19,1.2289,101531.8,101570
2752.8,2753.015,75.8,1.2226,101570,101611.1
2753.015,2753.2,71.65,1.1556,101611.1,101646.5
2753.2,2753.4,72.03,1.1618,101646.5,101684.8
2753.4,2753.6,70.09,1.1305,101684.8,101723
2753.6,2753.8,66.46,1.0719,101723,101761.3
2753.8,2754,80.34,1.2958,101761.3,101799.5
2754,2754.2,72.68,1.1723,101799.5,101837.8
2754.2,2754.4,54.65,0.8815,101837.8,101876
2754.4,2754.6,59.84,0.9652,101876,101914.3
2754.6,2754.8,64.38,1.0384,101914.3,101952.5
2754.8,2755,73.07,1.1785,101952.5,101990.8
2755,2755.2,70.35,1.1347,101990.8,102029
2755.2,2755.4,59.58,0.9610,102029,102067.3
2755.4,2755.6,64.9,1.0468,102067.3,102105.5
2755.6,2755.8,70.22,1.1326,102105.5,102143.8
2755.8,2756,65.81,1.0615,102143.8,102182
2756,2756.2,70.87,1.1431,102182,102220.3
2756.2,2756.4,69.18,1.1158,102220.3,102258.5
2756.4,2756.6,65.03,1.0489,102258.5,102296.8
2756.6,2756.8,69.56,1.1219,102296.8,102335
2756.8,2757,66.69,1.0756,102335,102373.3
2757,2757.2,62.3,1.0048,102373.3,102411.5
2757.2,2757.4,57.91,0.9340,102411.5,102449.8
2757.4,2757.6,64.77,1.0447,102449.8,102488
2757.6,2757.8,61.89,0.9982,102488,102526.3
2757.8,2758,65.61,1.0582,102526.3,102564.5
2758,2758.2,60.44,0.9748,102564.5,102602.8
2758.2,2758.4,61.41,0.9905,102602.8,102641
2758.4,2758.6,66.69,1.0756,102641,102679.3
2758.6,2758.8,63.57,1.0253,102679.3,102717.5
2758.8,2759,63.93,1.0311,102717.5,102755.8
2759,2759.2,68.37,1.1027,102755.8,102794
2759.2,2759.4,74.2,1.1968,102794,102832.3
2759.4,2759.6,68.6,1.1065,102832.3,102870.5
2759.6,2759.8,68.25,1.1008,102870.5,102908.8
2759.8,2760,69.8,1.1258,102908.8,102947
2760,2760.2,69.68,1.1239,102947,102985.7
2760.2,2760.4,70.51,1.1373,102985.7,103024.4
2760.4,2760.6,68.6,1.1065,103024.4,103063.1
2760.6,2760.8,63.09,1.0176,103063.1,103101.8
2760.8,2761,50.98,0.8223,103101.8,103140.5
2761,2761.2,50.98,0.8223,103140.5,103179.2
2761.2,2761.4,47.68,0.7690,103179.2,103217.9
2761.4,2761.6,55.49,0.8950,103217.9,103256.6
2761.6,2761.8,68.6,1.1065,103256.6,103295.3
2761.8,2762,65.73,1.0602,103295.3,103334
2762,2762.2,63.69,1.0273,103334,103372.7
2762.2,2762.4,54.39,0.8773,103372.7,103411.4
2762.4,2762.6,59.6,0.9613,103411.4,103450.1
2762.6,2762.8,60.2,0.9710,103450.1,103488.8
2762.8,2763,61.17,0.9866,103488.8,103527.5
2763,2763.2,54.51,0.8792,103527.5,103566.2
2763.2,2763.4,60.12,0.9697,103566.2,103604.9
2763.4,2763.6,66.54,1.0732,103604.9,103643.6
2763.6,2763.8,68.42,1.1035,103643.6,103682.3
2763.8,2764,61.76,0.9961,103682.3,103721
2764,2764.2,58.98,0.9513,103721,103759.7
2764.2,2764.4,55.04,0.8877,103759.7,103798.4
2764.4,2764.6,55.81,0.9002,103798.4,103837.1
2764.6,2764.8,54.66,0.8816,103837.1,103875.8
2764.8,2765,55.42,0.8939,103875.8,103914.5
2765,2765.2,62.01,1.0002,103914.5,103953.2
2765.2,2765.4,55.93,0.9021,103953.2,103991.9
2765.4,2765.6,55.81,0.9002,103991.9,104030.6
2765.6,2765.8,55.42,0.8939,104030.6,104069.3
2765.8,2766.02,56.7,0.9145,104069.3,104111.9
2766.02,2766.2,54.41,0.8776,104111.9,104146.7
2766.2,2766.4,58.85,0.9492,104146.7,104185.4
2766.4,2766.6,56.19,0.9063,104185.4,104224.1
2766.6,2766.8,58.6,0.9452,104224.1,104262.8
2766.8,2767,57.58,0.9287,104262.8,104301.5
2767,2767.2,58.09,0.9369,104301.5,104340.2
2767.2,2767.4,57.33,0.9247,104340.2,104378.9
2767.4,2767.6,55.68,0.8981,104378.9,104417.6
2767.6,2767.8,58.98,0.9513,104417.6,104456.3
2768,2768.2,50.96,0.8219,104495,104531.3
2768.2,2768.4,52.87,0.8527,104531.3,104567.6
2768.4,2768.6,56.19,0.9063,104567.6,104603.9
2768.6,2768.8,58.35,0.9411,104603.9,104640.2
2768.8,2769,52.36,0.8445,104640.2,104676.5
2769,2769.2,54.92,0.8858,104676.5,104712.8
2769.2,2769.4,55.04,0.8877,104712.8,104749.1
2769.4,2769.6,55.68,0.8981,104749.1,104785.4
2769.6,2769.8,57.95,0.9347,104785.4,104821.7
2769.8,2770,57.24,0.9232,104821.7,104858
2770,2770.2,56.77,0.9156,104858,104894.3
2770.2,2770.4,57.48,0.9271,104894.3,104930.6
2770.4,2770.6,59.82,0.9648,104930.6,104966.9
2770.6,2770.8,59.24,0.9555,104966.9,105003.2
2770.8,2771,56.18,0.9061,105003.2,105039.5
2771.01,2771.2,57.59,0.9289,105041.3,105075.8
2771.2,2771.4,55.71,0.8985,105075.8,105112.1
2771.4,2771.6,51.44,0.8297,105112.1,105148.4
2771.6,2771.8,50.01,0.8066,105148.4,105184.7
2771.8,2772,51.08,0.8239,105184.7,105221
2772,2772.2,51.68,0.8335,105221,105257.3
2772.2,2772.4,55.24,0.8910,105257.3,105293.6
2772.4,2772.6,53.58,0.8642,105293.6,105329.9
2772.6,2772.8,49.77,0.8027,105329.9,105366.2
2772.8,2773.02,53.93,0.8698,105366.2,105406.1
2773.02,2773.2,53.34,0.8603,105406.1,105438.8
2773.2,2773.4,56.77,0.9156,105438.8,105475.1
2773.4,2773.6,52.63,0.8489,105475.1,105511.4
2773.6,2773.8,55.71,0.8985,105511.4,105547.7
2773.8,2774,55.35,0.8927,105547.7,105584
2774,2774.2,54.05,0.8718,105584,105620.3
2774.2,2774.4,58.06,0.9365,105620.3,105656.6
2774.4,2774.6,57.59,0.9289,105656.6,105692.9
2774.6,2774.8,59.24,0.9555,105692.9,105729.2
2774.8,2775.02,57.24,0.9232,105729.2,105769.1
2775.02,2775.2,56.38,0.9094,105769.1,105801.8
2775.2,2775.4,55.66,0.8977,105801.8,105838.1
2775.4,2775.6,54.08,0.8723,105838.1,105874.4
2775.6,2775.8,55.66,0.8977,105874.4,105910.7
2775.8,2776,55.41,0.8937,105910.7,105947
2776,2776.2,54.93,0.8860,105947,105983.3
2776.2,2776.4,61.08,0.9852,105983.3,106019.7
2776.4,2776.6,55.41,0.8937,106019.7,106056
2776.6,2776.8,55.66,0.8977,106056,106092.3
2776.8,2777.02,54.93,0.8860,106092.3,106132.3
2777.02,2777.2,58.43,0.9424,106132.3,106165
2777.2,2777.4,56.62,0.9132,106165,106201.3
2777.4,2777.6,57.47,0.9269,106201.3,106237.6
2777.6,2777.82,56.5,0.9113,106237.6,106277.6
2777.82,2778,55.78,0.8997,106277.6,106310.3
2778.2,2778.4,52.14,0.8410,106346.6,106382.9
2778.4,2778.6,55.41,0.8937,106382.9,106419.2
2778.6,2778.8,55.66,0.8977,106419.2,106455.6
2778.8,2779,57.47,0.9269,106455.6,106491.9
2779.2,2779.4,52.26,0.8429,106528.2,106564.5
2779.4,2779.6,62.88,1.0142,106564.5,106600.9
2779.6,2779.8,64.32,1.0374,106600.9,106637.2
2779.8,2780,52.62,0.8487,106637.2,106673.5
2780.2,2780.4,56.02,0.9035,106709.8,106746.2
2780.4,2780.6,57.11,0.9211,106746.2,106782.5
2780.6,2780.8,56.99,0.9192,106782.5,106818.8
2780.8,2781,53.84,0.8684,106818.8,106855.1
2781,2781.2,64.8,1.0452,106855.1,106891.5
2781.2,2781.4,60.25,0.9718,106891.5,106927.8
2781.4,2781.6,64.41,1.0389,106927.8,106964.1
2781.6,2781.8,60.47,0.9753,106964.1,107000.4
2781.8,2782,54.92,0.8858,107000.4,107036.8
2782,2782.2,49.88,0.8045,107036.8,107073.1
2782.2,2782.4,45.61,0.7356,107073.1,107109.4
2782.4,2782.6,65.3,1.0532,107109.4,107145.7
2782.6,2782.8,58.67,0.9463,107145.7,107182.1
2783,2783.2,58.55,0.9444,107218.4,107254.7
2783.2,2783.4,57.65,0.9298,107254.7,107291
2783.4,2783.6,48.27,0.7785,107291,107327.4
2783.6,2783.8,54.35,0.8766,107327.4,107363.7
2784,2784.2,57.87,0.9334,107400,107436.4
2784.2,2784.4,56.85,0.9169,107436.4,107472.9
2784.4,2784.6,54.24,0.8748,107472.9,107509.3
2784.6,2784.8,60.47,0.9753,107509.3,107545.7
2784.8,2785,60.13,0.9698,107545.7,107582.1
2785,2785.2,58.67,0.9463,107582.1,107618.6
2785.2,2785.4,57.99,0.9353,107618.6,107655
2785.4,2785.6,54.58,0.8803,107655,107691.4
2785.6,2785.8,64.97,1.0479,107691.4,107727.8
2785.8,2786,75.42,1.2165,107727.8,107764.3
2786,2786.2,64.41,1.0389,107764.3,107800.7
2786.2,2786.4,53.55,0.8637,107800.7,107837.1
2786.4,2786.6,54.12,0.8729,107837.1,107873.5
2786.8,2787,62.5,1.0081,107910,107946.4
2787,2787.2,57.42,0.9261,107946.4,107982.8
2787.2,2787.4,55.37,0.8931,107982.8,108019.2
2787.4,2787.6,56.78,0.9158,108019.2,108055.7
2787.6,2787.8,58.56,0.9445,108055.7,108092.1
2787.8,2788,59.63,0.9618,108092.1,108128.5
2788,2788.2,60.22,0.9713,108128.5,108164.9
2788.2,2788.4,58.44,0.9426,108164.9,108201.4
2788.4,2788.6,62.35,1.0056,108201.4,108237.8
2788.6,2788.8,64.59,1.0418,108237.8,108274.2
2788.8,2789,62.59,1.0095,108274.2,108310.6
2789,2789.2,62.59,1.0095,108310.6,108347.1
2789.2,2789.4,66.58,1.0739,108347.1,108383.5
2789.4,2789.6,68.1,1.0984,108383.5,108419.9
2789.6,2789.8,54.03,0.8715,108419.9,108456.3
2789.8,2790,57.85,0.9331,108456.3,108492.8
2790,2790.2,59.16,0.9542,108492.8,108529.2
2790.2,2790.4,34.33,0.5537,108529.2,108565.6
2790.4,2790.6,54.27,0.8753,108565.6,108602
2790.6,2790.8,60.34,0.9732,108602,108638.5
2790.8,2791,57.49,0.9273,108638.5,108674.9
2791,2791.2,57.61,0.9292,108674.9,108711.3
2791.2,2791.4,56.18,0.9061,108711.3,108747.7
2791.4,2791.6,54.15,0.8734,108747.7,108784.2
2791.6,2791.8,56.54,0.9119,108784.2,108820.6
2791.8,2792,55.23,0.8908,108820.6,108857
2792,2792.2,58.21,0.9389,108857,108874.1
2792.2,2792.4,59.16,0.9542,108874.1,108891.2
2792.4,2792.6,58.33,0.9408,108891.2,108908.2
2792.6,2792.8,58.92,0.9503,108908.2,108925.3
2792.8,2793,57.14,0.9216,108925.3,108942.4
2793,2793.2,57.49,0.9273,108942.4,108959.5
2793.2,2793.4,57.26,0.9235,108959.5,108976.5
2793.4,2793.6,55.47,0.8947,108976.5,108993.6
2793.6,2793.8,60.62,0.9777,108993.6,109010.7
2793.8,2794,58.3,0.9403,109010.7,109027.8
2794,2794.2,57.8,0.9323,109027.8,109044.8
2794.2,2794.4,57.47,0.9269,109044.8,109061.9
2794.4,2794.6,57.76,0.9316,109061.9,109079
2794.6,2794.8,57.99,0.9353,109079,109096.1
2794.8,2795,58.22,0.9390,109096.1,109113.1
2795,2795.2,55.99,0.9031,109113.1,109130.2
2795.2,2795.4,55.53,0.8956,109130.2,109147.3
